CHILD_DRIV,AGE,CHILDREN,YOJ,INCOME,HOUSE_VAL,STATUS,GENDER,EDU_LEVEL,JOB,DISTANCE,CAR_USE,VEHICLE_VAL,VEHICLE_TYPE,CLM_FREQ,REVOKED,MVR_PTS,VEHICLE_AGE,CLAIM_IND,AREA
0,58,0,8,87171,526026,No,Fem,Bachelors,Teacher,116,Commercial,8170,Sports Car,2,No,1,9,0,Highly Urban/ Urban
0,22,1,12,32230,226265,Yes,Fem,High School,Clerical,71,Private,7230,unknown,0,No,2,14,0,Highly Rural/ Rural
0,43,2,15,72863,708639,No,Mal,High School,Professional,63,Private,12190,Pickup,4,No,0,3,0,Highly Urban/ Urban
0,55,0,3,960,111891,No,Mal,High School,Student,83,Commercial,6400,Pickup,0,Yes,0,11,0,Highly Rural/ Rural
0,56,1,16,26020,495039,Yes,Mal,High School,Professional,70,Commercial,16230,Van,1,No,0,3,1,Highly Urban/ Urban
0,49,0,20,233240,,Yes,Fem,PhD,,78,Commercial,49880,Van,4,No,5,,0,Highly Urban/ Urban
0,54,0,14,201706,,No,Fem,Masters,Nurse,97,Private,19350,Minivan,2,No,4,23,0,Highly Urban/ Urban
0,71,0,15,46956,264150,Yes,Mal,Bachelors,Teacher,74,Commercial,22340,Van,2,No,0,13,1,Highly Urban/ Urban
0,63,0,17,121034,135447,No,Fem,PhD,Doctor,62,Private,8030,Sports Car,0,No,2,20,0,Highly Rural/ Rural
0,68,0,15,17784,330730,Yes,Mal,<High School,Clerical,73,Commercial,9680,Pickup,2,No,1,11,1,Highly Urban/ Urban
2,54,2,14,169760,519599,Yes,Mal,PhD,Manager,58,Commercial,30610,Panel Truck,2,No,2,,0,Highly Urban/ Urban
0,56,0,16,11882,164892,No,Fem,<High School,Student,108,Private,8330,unknown,3,No,7,8,0,Highly Rural/ Rural
0,60,3,3,560,406341,Yes,Fem,High School,Student,84,Commercial,7420,unknown,2,No,11,10,0,Highly Rural/ Rural
0,43,3,3,1360,500565,No,Fem,Bachelors,Student,83,Private,6690,unknown,0,No,4,9,1,Highly Urban/ Urban
0,22,3,,34460,232539,Yes,Mal,<High School,Clerical,85,Private,15870,Minivan,0,No,0,8,0,Highly Rural/ Rural
0,23,3,12,,482898,No,Fem,Masters,,87,Private,1500,Sports Car,6,No,5,18,0,Highly Urban/ Urban
0,63,0,17,,507476,No,Mal,Bachelors,Professional,71,Private,17580,Van,3,No,7,12,0,Highly Urban/ Urban
3,43,3,17,76248,550259,Yes,Fem,Bachelors,Professional,53,Private,19250,Minivan,1,No,10,14,0,Highly Urban/ Urban
0,50,0,17,59128,600499,Yes,Fem,Masters,Nurse,79,Private,12060,unknown,5,No,6,19,0,Highly Urban/ Urban
0,64,2,18,110014,440759,Yes,Mal,Masters,Manager,67,Private,11460,unknown,2,No,6,13,0,Highly Urban/ Urban
0,47,2,19,72047,478127,Yes,Fem,Bachelors,Manager,69,Private,5100,Sports Car,3,No,0,,0,Highly Urban/ Urban
0,64,1,18,,,Yes,Fem,High School,Clerical,96,Private,26310,Pickup,2,No,2,3,0,Highly Rural/ Rural
0,65,0,3,560,314116,No,Fem,Bachelors,Home Maker,96,Private,17630,unknown,1,Yes,7,13,0,Highly Urban/ Urban
0,59,0,3,960,229671,Yes,Fem,High School,Student,100,Commercial,5400,Sports Car,5,Yes,6,10,1,Highly Urban/ Urban
0,59,0,15,,408041,Yes,Mal,PhD,Manager,67,Private,18680,Van,2,No,3,16,0,Highly Urban/ Urban
0,42,0,14,73645,466692,Yes,Mal,Bachelors,Manager,81,Private,10220,Minivan,0,No,0,9,0,Highly Urban/ Urban
0,75,0,,38995,928440,Yes,Fem,High School,Clerical,66,Commercial,27360,Pickup,3,No,3,3,0,Highly Urban/ Urban
1,50,3,3,960,501079,Yes,Fem,High School,Home Maker,87,Private,1500,Sports Car,3,Yes,3,3,1,Highly Urban/ Urban
0,55,0,16,133429,670548,Yes,Mal,Masters,,83,Commercial,34800,Panel Truck,2,No,2,,0,Highly Rural/ Rural
0,71,0,16,40468,381182,Yes,Mal,Bachelors,Teacher,73,Commercial,7800,unknown,2,No,2,13,0,Highly Urban/ Urban
0,56,0,16,50830,270894,No,Mal,Bachelors,Professional,66,Private,10550,Pickup,2,No,4,14,0,Highly Urban/ Urban
0,56,0,14,78883,724010,No,Mal,Masters,Nurse,91,Private,14130,Minivan,2,No,10,19,0,Highly Urban/ Urban
0,80,2,19,114314,1091032,No,Fem,Masters,Nurse,89,Private,19560,Sports Car,4,Yes,6,20,1,Highly Urban/ Urban
1,30,3,17,,153114,No,Mal,Bachelors,Professional,67,Private,22860,Minivan,2,No,6,15,1,Highly Urban/ Urban
0,39,0,3,560,140260,Yes,Mal,Masters,Home Maker,94,Private,11450,Pickup,0,No,6,18,0,Highly Rural/ Rural
0,52,0,12,77051,281943,Yes,Mal,High School,Teacher,98,Commercial,38500,Panel Truck,2,No,3,3,1,Highly Urban/ Urban
0,62,0,18,,322387,Yes,Fem,<High School,Teacher,67,Private,10490,unknown,0,No,0,3,0,Highly Urban/ Urban
0,41,0,10,65695,518232,No,Mal,Bachelors,Teacher,68,Commercial,15320,Minivan,2,No,0,12,0,Highly Urban/ Urban
0,40,0,13,105099,343872,Yes,Mal,Bachelors,Teacher,72,Commercial,26230,Minivan,4,No,2,16,0,Highly Urban/ Urban
1,78,2,19,109007,727008,Yes,Fem,Bachelors,Professional,74,Private,18100,unknown,4,No,3,12,1,Highly Urban/ Urban
0,72,0,17,145383,835539,Yes,Fem,PhD,Doctor,62,Private,22180,Sports Car,0,No,4,17,1,Highly Urban/ Urban
0,38,0,8,19499,357675,Yes,Mal,<High School,Clerical,90,Private,9390,Pickup,2,No,2,6,0,Highly Urban/ Urban
0,48,0,17,59329,336119,Yes,Mal,High School,Professional,94,Private,20480,Van,2,No,4,3,0,Highly Urban/ Urban
0,53,0,17,29310,,No,Fem,<High School,Teacher,50,Private,6200,Minivan,3,No,4,3,1,Highly Urban/ Urban
0,48,2,16,41153,412230,No,Mal,Bachelors,Teacher,74,Commercial,12780,Minivan,3,No,12,,0,Highly Urban/ Urban
0,61,2,14,61264,486299,Yes,Fem,High School,Professional,68,Private,24100,Minivan,4,Yes,1,11,0,Highly Urban/ Urban
0,38,0,16,47773,141336,No,Fem,Masters,Nurse,85,Private,27260,Van,5,No,3,18,1,Highly Urban/ Urban
0,75,0,16,,765570,No,Mal,PhD,,70,Commercial,7500,Pickup,3,No,9,12,1,Highly Urban/ Urban
0,53,1,15,,547677,No,Mal,Bachelors,Teacher,104,Commercial,11810,Pickup,2,Yes,2,10,0,Highly Rural/ Rural
0,56,0,8,50564,181281,Yes,Mal,High School,Teacher,67,Private,6640,Pickup,2,No,1,8,0,Highly Urban/ Urban
0,72,3,,960,475046,Yes,Fem,High School,Student,77,Private,16720,unknown,0,No,0,3,1,Highly Urban/ Urban
0,60,0,15,56375,295066,Yes,Mal,Bachelors,Teacher,68,Commercial,6400,Pickup,2,No,5,9,1,Highly Urban/ Urban
0,76,0,11,45392,361082,No,Mal,Masters,Nurse,67,Private,18100,Van,0,No,0,15,0,Highly Urban/ Urban
0,95,3,16,51126,281694,Yes,Mal,Masters,Manager,87,Private,13450,unknown,2,No,2,12,0,Highly Urban/ Urban
0,26,2,15,10788,94224,No,Fem,High School,Home Maker,91,Private,5080,unknown,2,No,2,3,0,Highly Rural/ Rural
0,57,0,14,18231,506971,Yes,Fem,<High School,Clerical,126,Private,8840,unknown,3,No,1,3,1,Highly Urban/ Urban
0,49,2,3,960,129558,No,Mal,High School,Student,58,Private,15840,Minivan,2,No,8,3,0,Highly Urban/ Urban
0,50,0,18,34191,611453,No,Mal,<High School,Teacher,88,Private,9820,Minivan,2,No,2,5,0,Highly Rural/ Rural
0,54,0,13,146980,455151,No,Mal,PhD,,85,Commercial,21300,Van,2,No,3,15,0,Highly Urban/ Urban
0,53,0,12,64866,280793,Yes,Mal,Masters,Nurse,83,Private,12630,Minivan,2,No,4,,0,Highly Urban/ Urban
0,57,0,12,104205,392060,Yes,Mal,PhD,,75,Commercial,17160,Van,2,No,5,15,0,Highly Urban/ Urban
0,65,0,16,113930,29445,No,Fem,PhD,,94,Commercial,18990,Pickup,4,No,0,14,0,Highly Urban/ Urban
0,68,0,12,163779,29445,No,Mal,Masters,,71,Commercial,11940,Pickup,2,No,1,22,1,Highly Urban/ Urban
0,55,0,8,18021,576039,No,Fem,High School,Clerical,75,Private,11240,Sports Car,0,No,2,3,1,Highly Rural/ Rural
0,82,0,15,161602,601243,Yes,Fem,PhD,Professional,70,Commercial,22160,Pickup,1,No,6,26,0,Highly Urban/ Urban
0,38,1,12,27056,338448,No,Mal,High School,Clerical,62,Private,9980,Minivan,1,No,2,3,0,Highly Urban/ Urban
0,68,0,16,73106,,Yes,Fem,High School,Teacher,83,Commercial,17900,Pickup,4,No,4,8,0,Highly Urban/ Urban
3,51,3,20,43426,522596,Yes,Mal,High School,Teacher,80,Commercial,30690,Panel Truck,0,No,2,7,0,Highly Urban/ Urban
0,49,0,14,94562,615774,Yes,Fem,Masters,Manager,75,Private,15720,unknown,2,No,0,16,0,Highly Urban/ Urban
0,54,0,14,57691,295562,Yes,Fem,High School,Teacher,71,Commercial,7170,Sports Car,3,No,0,,1,Highly Urban/ Urban
0,58,0,14,81968,882112,Yes,Mal,Bachelors,Manager,67,Commercial,24830,Panel Truck,4,No,6,16,0,Highly Urban/ Urban
0,54,3,17,1440,235560,Yes,Fem,High School,Student,88,Private,10890,Sports Car,0,No,4,3,0,Highly Rural/ Rural
0,49,1,14,64925,,Yes,Mal,Masters,Manager,68,Private,22790,Minivan,0,No,6,18,0,Highly Urban/ Urban
1,53,2,17,78392,715163,No,Fem,Bachelors,Professional,88,Private,18110,Minivan,2,No,0,13,1,Highly Urban/ Urban
0,52,0,10,75665,470684,No,Fem,Bachelors,Professional,59,Private,15070,Minivan,2,No,3,5,0,Highly Urban/ Urban
2,74,3,17,32673,477405,Yes,Mal,Masters,,84,Commercial,27460,Panel Truck,1,No,5,13,0,Highly Urban/ Urban
2,42,2,18,162163,820037,Yes,Mal,PhD,Manager,81,Private,5700,Pickup,0,No,0,,0,Highly Urban/ Urban
0,53,0,3,960,142698,Yes,Fem,High School,Home Maker,50,Private,6200,Sports Car,1,No,10,,1,Highly Urban/ Urban
0,65,0,18,57040,550423,Yes,Fem,Masters,,106,Commercial,27640,Pickup,0,No,2,11,0,Highly Urban/ Urban
1,60,1,,50968,414151,Yes,Fem,<High School,Clerical,82,Private,10600,unknown,1,No,2,3,1,Highly Urban/ Urban
0,57,1,16,132343,571878,Yes,Fem,Masters,Nurse,70,Private,11940,unknown,2,No,0,17,0,Highly Urban/ Urban
0,59,2,13,51342,238429,No,Fem,Bachelors,Professional,62,Private,10800,unknown,0,No,2,,0,Highly Rural/ Rural
0,38,3,22,73052,328217,Yes,Fem,<High School,Teacher,59,Private,23570,unknown,0,No,2,3,0,Highly Urban/ Urban
0,53,0,,86570,360649,No,Mal,Bachelors,Professional,50,Private,14660,Minivan,2,No,2,,0,Highly Urban/ Urban
0,66,0,14,84253,950542,Yes,Fem,Masters,Nurse,107,Private,19620,unknown,2,No,3,20,0,Highly Urban/ Urban
0,49,3,11,35823,35334,No,Fem,High School,Clerical,55,Private,20150,Sports Car,2,No,0,3,1,Highly Urban/ Urban
1,57,1,20,49442,933718,Yes,Mal,High School,Manager,80,Commercial,11510,Pickup,3,Yes,3,3,1,Highly Urban/ Urban
0,42,0,3,960,188448,No,Fem,High School,Home Maker,80,Private,1500,unknown,0,No,2,3,1,Highly Urban/ Urban
1,57,0,16,56797,274806,Yes,Mal,High School,Teacher,87,Commercial,7440,unknown,2,Yes,6,10,1,Highly Urban/ Urban
0,47,0,16,16209,100113,Yes,Mal,<High School,Student,69,Private,29370,Minivan,2,No,2,7,0,Highly Rural/ Rural
0,45,0,13,60496,207297,No,Fem,High School,Manager,51,Private,12190,Sports Car,5,No,3,11,0,Highly Urban/ Urban
0,78,1,22,5103,628890,Yes,Fem,<High School,Clerical,91,Private,4890,Sports Car,2,No,1,3,0,Highly Rural/ Rural
1,67,2,18,85465,511787,Yes,Fem,Masters,Nurse,65,Private,26860,unknown,4,No,11,13,0,Highly Urban/ Urban
0,60,0,10,75219,568083,Yes,Mal,Masters,,74,Commercial,23680,Panel Truck,2,No,6,17,0,Highly Urban/ Urban
0,40,3,18,98605,345932,No,Fem,Bachelors,Professional,132,Private,20900,unknown,2,No,0,14,0,Highly Rural/ Rural
0,48,2,17,63281,719507,Yes,Fem,Bachelors,Professional,87,Private,15290,unknown,3,No,4,6,0,Highly Urban/ Urban
1,63,2,18,75106,23556,No,Mal,Masters,Nurse,57,Private,15180,Minivan,3,No,2,10,0,Highly Urban/ Urban
0,73,0,15,113564,582499,Yes,Mal,Masters,,60,Commercial,29370,Panel Truck,4,No,3,17,1,Highly Urban/ Urban
0,50,0,11,43939,310139,No,Mal,Bachelors,Manager,61,Private,32120,Minivan,0,No,2,14,0,Highly Urban/ Urban
0,51,0,17,186674,621343,Yes,Fem,PhD,,101,Private,24610,unknown,4,No,3,17,0,Highly Urban/ Urban
0,44,0,11,60347,306228,No,Mal,High School,Professional,69,Private,20140,Minivan,4,Yes,1,3,0,Highly Urban/ Urban
0,39,2,3,960,41223,Yes,Fem,High School,Student,83,Private,14460,unknown,0,No,2,3,0,Highly Rural/ Rural
0,68,0,16,14644,831469,Yes,Mal,High School,Clerical,50,Private,23600,Minivan,0,No,3,16,0,Highly Urban/ Urban
0,67,0,12,,,Yes,Mal,High School,Teacher,88,Commercial,8670,Pickup,0,No,2,,0,Highly Urban/ Urban
0,68,0,3,960,76557,No,Mal,Bachelors,Student,142,Commercial,18610,Van,2,No,4,,1,Highly Rural/ Rural
0,72,0,16,,257583,Yes,Mal,Masters,,73,Commercial,16530,Van,3,No,9,13,1,Highly Urban/ Urban
0,40,1,8,50445,669206,Yes,Fem,Bachelors,Clerical,68,Private,17800,Sports Car,1,No,8,7,1,Highly Urban/ Urban
0,31,0,3,960,371007,No,Fem,PhD,Home Maker,73,Commercial,18040,Sports Car,2,No,8,12,1,Highly Urban/ Urban
0,80,0,16,40824,565344,No,Mal,High School,Teacher,102,Commercial,19260,Van,0,Yes,5,8,1,Highly Urban/ Urban
0,50,0,12,35941,282672,No,Fem,<High School,Teacher,96,Private,16110,Minivan,3,No,1,3,1,Highly Urban/ Urban
0,53,0,,48473,153114,No,Mal,Masters,,61,Private,7620,Pickup,3,No,5,14,1,Highly Urban/ Urban
0,65,0,12,19391,377809,No,Fem,High School,Home Maker,80,Private,9250,Sports Car,4,No,0,3,0,Highly Rural/ Rural
0,50,0,9,,500184,Yes,Mal,High School,Clerical,85,Private,9950,Minivan,0,No,2,3,0,Highly Rural/ Rural
0,80,3,14,93335,1083834,Yes,Fem,Masters,Professional,95,Commercial,10390,Sports Car,0,No,4,13,0,Highly Urban/ Urban
0,63,1,13,66874,288754,No,Mal,Bachelors,Manager,90,Private,19860,Van,3,No,5,10,0,Highly Urban/ Urban
0,65,0,,560,53001,Yes,Mal,High School,Student,84,Commercial,24780,Panel Truck,4,No,0,11,0,Highly Rural/ Rural
1,52,1,10,65120,129558,No,Mal,High School,Teacher,88,Private,21530,Van,3,No,4,,1,Highly Urban/ Urban
0,56,2,14,51538,566814,No,Mal,Bachelors,Manager,50,Commercial,25080,Panel Truck,1,Yes,7,16,0,Highly Urban/ Urban
0,61,0,13,,200226,No,Mal,Bachelors,Clerical,108,Private,20200,Van,2,No,5,12,0,Highly Urban/ Urban
0,63,0,13,72067,308875,Yes,Fem,Bachelors,Teacher,81,Commercial,8870,Sports Car,0,No,2,12,0,Highly Urban/ Urban
3,54,3,17,32027,522359,Yes,Fem,High School,Clerical,123,Private,9640,unknown,2,No,2,11,0,Highly Urban/ Urban
0,48,0,15,54182,76557,No,Mal,Masters,Nurse,59,Private,6400,Minivan,0,No,0,14,0,Highly Urban/ Urban
0,48,2,16,,434956,Yes,Fem,Bachelors,Teacher,90,Commercial,5700,Sports Car,0,No,2,11,0,Highly Rural/ Rural
0,59,0,15,50477,188015,Yes,Fem,<High School,Teacher,81,Private,18980,unknown,0,No,1,10,0,Highly Urban/ Urban
0,39,1,15,52139,504592,Yes,Mal,Bachelors,Clerical,50,Commercial,19050,Van,2,No,2,11,0,Highly Rural/ Rural
1,47,3,15,36893,237294,Yes,Fem,<High School,Clerical,50,Private,7240,unknown,0,No,0,7,0,Highly Urban/ Urban
0,47,0,11,7408,17667,Yes,Fem,High School,Student,91,Private,15020,Minivan,0,No,0,6,0,Highly Rural/ Rural
0,69,0,16,108169,364857,Yes,Fem,PhD,,103,Commercial,17320,Pickup,2,No,4,13,0,Highly Urban/ Urban
0,31,3,19,17556,575126,Yes,Fem,<High School,Clerical,92,Private,7120,Sports Car,2,No,0,,0,Highly Rural/ Rural
0,55,0,12,29707,585494,No,Mal,Masters,Nurse,100,Private,10520,Minivan,0,No,1,14,0,Highly Urban/ Urban
0,76,0,15,51094,179920,Yes,Mal,Bachelors,Professional,90,Private,14960,Minivan,4,Yes,6,10,0,Highly Urban/ Urban
0,53,0,16,40440,406341,No,Fem,Bachelors,Clerical,86,Private,22610,unknown,2,No,6,11,1,Highly Urban/ Urban
0,72,0,15,8095,435786,Yes,Mal,<High School,Student,86,Private,25060,Minivan,0,No,1,10,0,Highly Rural/ Rural
0,26,3,13,54603,447564,No,Fem,High School,Clerical,99,Private,10080,Sports Car,2,No,7,13,0,Highly Rural/ Rural
0,39,0,15,12739,266072,No,Mal,<High School,Clerical,96,Private,2720,Minivan,0,No,5,3,1,Highly Urban/ Urban
0,57,0,19,,383534,Yes,Mal,Bachelors,Professional,52,Private,34180,Minivan,0,No,2,16,1,Highly Urban/ Urban
0,73,0,15,107483,318006,No,Fem,Bachelors,Teacher,87,Commercial,12150,Pickup,0,No,0,12,1,Highly Urban/ Urban
0,55,0,14,37256,611441,Yes,Mal,High School,Clerical,64,Private,6300,Minivan,2,No,2,11,0,Highly Urban/ Urban
0,82,0,16,57020,817785,Yes,Fem,High School,Professional,81,Private,16450,unknown,4,No,4,5,1,Highly Urban/ Urban
0,78,1,13,83593,276783,No,Fem,Bachelors,Teacher,90,Commercial,14460,unknown,2,Yes,4,12,1,Highly Urban/ Urban
0,44,1,3,960,388674,No,Fem,High School,Student,85,Commercial,15610,unknown,2,No,2,3,1,Highly Urban/ Urban
0,30,1,13,32951,311610,No,Mal,Bachelors,Professional,96,Commercial,10600,Pickup,1,No,4,14,0,Highly Urban/ Urban
0,63,0,15,60996,313470,Yes,Mal,Bachelors,Manager,82,Commercial,19900,Van,2,Yes,0,,0,Highly Urban/ Urban
0,59,0,9,43273,182559,No,Fem,Bachelors,Teacher,72,Commercial,14340,unknown,2,No,6,,1,Highly Urban/ Urban
0,58,0,3,960,182559,No,Fem,<High School,Home Maker,93,Commercial,17050,Pickup,3,No,9,3,1,Highly Urban/ Urban
0,42,1,11,56094,254878,Yes,Fem,Masters,Nurse,70,Private,10910,unknown,2,No,4,23,0,Highly Urban/ Urban
0,28,2,3,960,176670,Yes,Fem,<High School,Student,82,Private,9880,unknown,2,No,5,3,0,Highly Rural/ Rural
0,58,0,13,21006,343120,Yes,Fem,Masters,Manager,102,Private,5300,unknown,0,No,4,22,1,Highly Urban/ Urban
0,77,1,13,38132,283378,No,Fem,High School,Teacher,50,Commercial,10520,unknown,2,No,3,3,0,Highly Urban/ Urban
0,45,0,9,31636,221381,Yes,Fem,High School,Clerical,71,Private,5600,Minivan,0,No,3,11,0,Highly Rural/ Rural
0,53,0,14,23643,178563,Yes,Fem,High School,Clerical,50,Private,8770,unknown,0,No,3,11,0,Highly Rural/ Rural
0,49,4,16,28907,594789,No,Mal,High School,Teacher,83,Commercial,6650,Pickup,2,Yes,4,8,1,Highly Urban/ Urban
0,67,0,3,,335673,No,Fem,High School,Student,88,Commercial,21280,Pickup,2,No,1,10,1,Highly Urban/ Urban
1,17,1,13,79732,692671,Yes,Fem,Bachelors,Professional,83,Private,15120,Sports Car,2,No,0,,1,Highly Urban/ Urban
0,39,1,13,53674,182698,Yes,Mal,High School,Clerical,78,Private,14330,Minivan,1,No,3,9,0,Highly Urban/ Urban
2,57,3,16,25538,435670,Yes,Fem,Masters,Manager,85,Private,12300,Pickup,0,No,1,25,0,Highly Urban/ Urban
0,53,0,10,,505211,No,Mal,Bachelors,Clerical,82,Private,4210,Minivan,2,No,0,9,0,Highly Rural/ Rural
1,14,2,15,51739,433904,No,Mal,Bachelors,Clerical,58,Private,21730,Van,2,Yes,0,15,0,Highly Urban/ Urban
2,43,3,17,41118,825629,No,Mal,High School,Teacher,107,Commercial,9820,Pickup,0,No,2,,0,Highly Rural/ Rural
0,64,0,3,960,178649,Yes,Fem,High School,Home Maker,57,Commercial,29200,Van,2,Yes,8,,1,Highly Urban/ Urban
1,53,2,16,66845,400452,No,Fem,High School,Teacher,77,Commercial,13660,unknown,4,No,2,,1,Highly Urban/ Urban
0,64,0,16,27289,652804,Yes,Mal,<High School,Clerical,50,Commercial,9490,Pickup,2,No,4,9,0,Highly Rural/ Rural
0,54,0,14,48862,64779,No,Fem,Bachelors,Manager,83,Private,21830,Pickup,1,No,6,9,0,Highly Urban/ Urban
0,79,0,17,123591,523680,Yes,Mal,PhD,,78,Commercial,24430,Panel Truck,4,No,4,16,0,Highly Urban/ Urban
0,52,0,13,56300,622304,Yes,Mal,High School,Clerical,89,Commercial,34210,Panel Truck,1,No,7,3,1,Highly Urban/ Urban
0,62,0,9,91312,351886,Yes,Mal,Bachelors,Teacher,69,Commercial,19930,Van,2,No,1,10,0,Highly Urban/ Urban
0,80,0,13,11680,341562,No,Fem,High School,Student,61,Private,8510,unknown,2,No,4,13,0,Highly Rural/ Rural
2,62,0,3,960,530010,No,Fem,Bachelors,Home Maker,70,Commercial,7270,Pickup,5,No,0,14,1,Highly Urban/ Urban
0,47,0,13,74918,660802,No,Mal,Masters,,51,Commercial,18650,Van,0,No,4,16,0,Highly Urban/ Urban
0,57,0,15,93843,315490,No,Mal,Bachelors,Manager,89,Private,34410,Minivan,2,No,0,8,0,Highly Urban/ Urban
0,63,2,15,24117,580480,Yes,Mal,High School,Clerical,72,Private,20720,Van,2,No,0,3,0,Highly Rural/ Rural
0,68,0,16,39805,856402,Yes,Mal,Masters,Manager,75,Private,1500,Minivan,0,No,5,15,0,Highly Urban/ Urban
0,72,0,15,43422,265005,No,Fem,High School,Professional,62,Private,7800,Sports Car,0,Yes,2,3,1,Highly Urban/ Urban
1,40,1,,,456235,No,Mal,High School,Teacher,76,Commercial,30510,Minivan,0,No,2,12,0,Highly Rural/ Rural
0,37,0,12,54082,269535,Yes,Fem,High School,Teacher,68,Commercial,11210,unknown,3,No,2,10,1,Highly Urban/ Urban
0,61,0,17,104496,,No,Mal,Bachelors,Manager,78,Private,17150,Van,2,No,0,14,0,Highly Urban/ Urban
0,37,1,10,71681,326712,Yes,Mal,Bachelors,Teacher,123,Commercial,11910,Pickup,0,No,2,10,0,Highly Rural/ Rural
0,44,2,15,39265,306612,Yes,Fem,Masters,Manager,87,Private,21980,Minivan,1,No,6,17,1,Highly Urban/ Urban
0,39,0,14,47376,471655,Yes,Fem,<High School,Clerical,72,Commercial,28290,Van,2,Yes,2,3,1,Highly Urban/ Urban
0,49,0,12,60287,265005,No,Mal,Bachelors,Professional,90,Private,8940,Minivan,2,No,2,15,0,Highly Urban/ Urban
0,39,0,15,52333,909492,Yes,Fem,High School,Teacher,90,Commercial,14610,Pickup,0,No,5,12,1,Highly Urban/ Urban
0,31,3,16,16753,117780,No,Mal,High School,Clerical,81,Private,7290,Minivan,0,Yes,3,3,1,Highly Urban/ Urban
0,41,0,16,147941,578348,Yes,Fem,Bachelors,Professional,91,Private,21900,Pickup,0,No,2,8,0,Highly Urban/ Urban
0,79,0,20,,,Yes,Mal,Bachelors,Teacher,86,Commercial,15070,Minivan,0,No,4,10,0,Highly Urban/ Urban
0,41,0,14,42835,202741,Yes,Mal,High School,Teacher,79,Commercial,11330,Pickup,2,No,2,3,0,Highly Urban/ Urban
0,52,0,16,31359,229671,No,Mal,Bachelors,Teacher,73,Private,25700,Minivan,1,No,6,14,0,Highly Urban/ Urban
0,50,0,14,28394,231935,Yes,Mal,<High School,Teacher,90,Private,13610,Minivan,0,No,2,7,1,Highly Urban/ Urban
0,69,0,9,67749,159003,No,Mal,Masters,Professional,50,Private,13320,Minivan,2,Yes,2,,0,Highly Urban/ Urban
0,64,2,16,92213,540429,No,Fem,High School,Teacher,93,Commercial,19220,Minivan,0,No,2,3,0,Highly Urban/ Urban
0,55,2,18,6884,159003,Yes,Mal,<High School,Student,103,Private,13180,Minivan,0,No,0,3,1,Highly Urban/ Urban
0,57,0,15,25099,429897,No,Mal,<High School,Clerical,86,Private,8510,Pickup,2,No,4,3,1,Highly Urban/ Urban
2,63,0,12,19699,206022,Yes,Mal,<High School,Clerical,72,Private,17200,Minivan,0,Yes,5,,0,Highly Rural/ Rural
2,38,3,10,109187,603190,Yes,Mal,Bachelors,Teacher,50,Commercial,27800,Panel Truck,0,No,5,15,0,Highly Urban/ Urban
0,55,0,14,20165,250687,Yes,Fem,Masters,Nurse,83,Private,9200,Sports Car,2,No,0,5,0,Highly Urban/ Urban
0,61,0,12,1116,400452,Yes,Fem,<High School,Student,66,Private,13920,unknown,4,No,8,3,0,Highly Urban/ Urban
0,44,0,15,70326,424329,Yes,Fem,Bachelors,Teacher,69,Private,12330,unknown,0,No,4,16,0,Highly Urban/ Urban
0,61,0,12,67563,278943,No,Mal,Bachelors,Manager,56,Commercial,22660,Panel Truck,0,No,0,3,0,Highly Urban/ Urban
0,62,0,3,960,283104,Yes,Fem,High School,Home Maker,58,Private,1500,Sports Car,6,No,2,3,0,Highly Urban/ Urban
0,60,0,14,131523,730047,Yes,Fem,Masters,Manager,50,Private,14560,unknown,2,No,2,15,0,Highly Urban/ Urban
0,60,0,18,81987,406341,No,Fem,Masters,Nurse,52,Private,20320,Pickup,4,Yes,2,19,1,Highly Urban/ Urban
0,74,0,17,89656,235560,No,Mal,Masters,Professional,63,Commercial,28600,Panel Truck,2,No,3,16,0,Highly Rural/ Rural
2,54,4,3,960,265005,No,Fem,<High School,Student,105,Private,9170,unknown,3,No,9,3,0,Highly Urban/ Urban
0,35,0,18,188637,563787,Yes,Fem,Bachelors,Professional,50,Private,42190,Minivan,2,No,0,13,0,Highly Urban/ Urban
0,56,0,16,114716,587060,Yes,Fem,Masters,,54,Commercial,16580,Pickup,0,No,2,18,1,Highly Rural/ Rural
0,28,1,15,96444,64779,No,Fem,Bachelors,Teacher,61,Commercial,31520,Minivan,3,No,5,13,0,Highly Urban/ Urban
0,51,2,17,41219,761735,Yes,Mal,High School,Teacher,80,Commercial,18040,Van,0,Yes,3,13,1,Highly Urban/ Urban
0,39,3,18,62412,670895,Yes,Fem,High School,Teacher,75,Commercial,12260,Minivan,2,No,0,3,0,Highly Rural/ Rural
0,62,0,17,73066,568319,Yes,Mal,Masters,Nurse,50,Private,15730,Minivan,0,No,2,18,0,Highly Urban/ Urban
0,81,0,14,71820,573745,Yes,Fem,Masters,Nurse,80,Private,21420,unknown,3,No,4,10,1,Highly Urban/ Urban
0,39,1,16,66008,377427,Yes,Fem,Bachelors,Teacher,66,Commercial,13240,Minivan,3,Yes,5,7,0,Highly Urban/ Urban
0,44,0,,141559,459893,Yes,Mal,PhD,Professional,71,Commercial,19360,Van,0,No,4,12,0,Highly Urban/ Urban
0,47,0,15,30109,199143,Yes,Mal,High School,Clerical,79,Private,8310,Pickup,0,No,3,3,0,Highly Urban/ Urban
1,51,3,17,89721,400038,Yes,Fem,Bachelors,Teacher,70,Private,6000,unknown,2,No,1,11,0,Highly Urban/ Urban
